# Array shape: (761, 3)
0.000000000000000000e+00,-5.000000000000000000e-01,3.846413014897150789e-02
2.500000000000000139e-02,3.112027113434951975e-01,1.714830130992927582e-01
5.000000000000000278e-02,5.000000000000000000e-01,1.082273088365251351e-01
7.500000000000001110e-02,5.000000000000000000e-01,1.037453731502198939e-01
1.000000000000000056e-01,2.834226755764412964e-01,9.795216043577964493e-02
1.250000000000000000e-01,-1.553610038226451717e-01,8.599108139232007619e-02
1.500000000000000222e-01,-5.000000000000000000e-01,7.465791689257685049e-02
1.750000000000000167e-01,-5.000000000000000000e-01,6.353946551668752940e-02
2.000000000000000111e-01,-5.000000000000000000e-01,5.170094200741390256e-02
2.250000000000000056e-01,-5.000000000000000000e-01,4.900967633337235951e-02
2.500000000000000000e-01,-5.000000000000000000e-01,4.448025251300691957e-02
2.750000000000000222e-01,-5.000000000000000000e-01,4.622331464690293545e-02
3.000000000000000444e-01,-5.000000000000000000e-01,4.771010810682271841e-02
3.250000000000000111e-01,-5.000000000000000000e-01,4.919274457597595102e-02
3.500000000000000333e-01,-5.000000000000000000e-01,5.025811415442534014e-02
3.750000000000000000e-01,-5.000000000000000000e-01,4.910621106413392417e-02
4.000000000000000222e-01,-5.000000000000000000e-01,5.035320407795745856e-02
4.250000000000000444e-01,-5.000000000000000000e-01,5.111147206045846270e-02
4.500000000000000111e-01,-5.000000000000000000e-01,5.176929945004142553e-02
4.750000000000000333e-01,-5.000000000000000000e-01,5.228892569266722912e-02
5.000000000000000000e-01,-5.000000000000000000e-01,5.283542420189927397e-02
5.250000000000000222e-01,-5.000000000000000000e-01,5.112683327896237750e-02
5.500000000000000444e-01,-5.000000000000000000e-01,5.206650882852104090e-02
5.750000000000000666e-01,-5.000000000000000000e-01,5.295240956190650633e-02
6.000000000000000888e-01,-4.966261622992759195e-01,5.163531736026015506e-02
6.250000000000000000e-01,-4.553884129002943593e-01,5.286541436452157905e-02
6.500000000000000222e-01,-4.116716542115820832e-01,5.359438848710233044e-02
6.750000000000000444e-01,-3.645791554070614282e-01,5.206283536652243915e-02
7.000000000000000666e-01,-3.209918490427062232e-01,5.260616452468941384e-02
7.250000000000000888e-01,-2.793644530694160411e-01,5.309153133142859027e-02
7.500000000000000000e-01,-2.371163956680687468e-01,5.156160617377727323e-02
7.750000000000000222e-01,-1.967683298649038903e-01,5.034345944240151832e-02
8.000000000000000444e-01,-1.611745508897657886e-01,5.140839446220524245e-02
8.250000000000000666e-01,-1.253642610211701536e-01,5.029275836485573581e-02
8.500000000000000888e-01,-9.475894136806972678e-02,5.151195617003401228e-02
8.750000000000000000e-01,-6.367153435002873008e-02,5.060144060389818593e-02
9.000000000000000222e-01,-3.730379955874783132e-02,5.201539395991632009e-02
9.250000000000000444e-01,-9.816662803855472075e-03,5.117758177187498730e-02
9.500000000000000666e-01,1.607623820853364832e-02,5.051852650632301933e-02
9.750000000000000888e-01,3.737612239059201480e-02,5.201940368504062717e-02
1.000000000000000000e+00,5.992955820110579257e-02,5.118241806560543117e-02
1.025000000000000133e+00,8.099247015377813996e-02,5.050086990626143080e-02
1.050000000000000044e+00,9.753641424556419581e-02,5.196180579732719018e-02
1.074999999999999956e+00,1.156573334601131431e-01,5.107591160205342262e-02
1.100000000000000089e+00,1.293227842375202774e-01,5.236819417945202948e-02
1.125000000000000000e+00,1.450762485625683162e-01,5.132308520138106900e-02
1.150000000000000133e+00,1.597872234059173890e-01,5.051079338787711759e-02
1.175000000000000044e+00,1.734000934355062751e-01,4.987810113458045896e-02
1.200000000000000178e+00,1.825236521364306808e-01,5.138536798892555379e-02
1.225000000000000089e+00,1.940488568773047484e-01,5.054617038304260596e-02
1.250000000000000000e+00,2.048259105073370612e-01,4.986423936777527322e-02
1.275000000000000133e+00,2.148608648244600960e-01,4.930553788217261618e-02
1.300000000000000044e+00,2.205384932211425231e-01,5.085507931994640018e-02
1.325000000000000178e+00,2.291360124129642739e-01,5.003100271344370492e-02
1.350000000000000089e+00,2.371806314381029179e-01,4.936716220110303616e-02
1.375000000000000000e+00,2.446712654496028816e-01,4.882787007199018703e-02
1.400000000000000133e+00,2.515503672826028825e-01,4.837980391198373753e-02
1.425000000000000044e+00,2.578294395920060489e-01,4.799906181948972173e-02
1.450000000000000178e+00,2.635664308418094182e-01,4.766406420963506529e-02
1.475000000000000089e+00,2.650281911346885622e-01,4.936940032090376962e-02
1.500000000000000000e+00,2.700728437291192718e-01,4.864289811751279502e-02
1.525000000000000133e+00,2.748463956114586271e-01,4.802202443305412377e-02
1.550000000000000044e+00,2.793448651999107524e-01,4.751711016666346904e-02
1.575000000000000178e+00,2.835330593618434203e-01,4.709191500860122198e-02
1.600000000000000089e+00,2.874019528313051519e-01,4.672102651215977176e-02
1.625000000000000000e+00,2.909724132811234987e-01,4.638784075428267761e-02
1.650000000000000133e+00,2.942765274269382170e-01,4.608380741007146036e-02
1.675000000000000044e+00,2.973463191485882229e-01,4.580102132331417830e-02
1.700000000000000178e+00,3.002125385482434794e-01,4.553252267517393648e-02
1.725000000000000089e+00,2.987277071677076346e-01,4.728817189760091411e-02
1.750000000000000000e+00,3.014536003245317786e-01,4.661569885486289977e-02
1.775000000000000133e+00,3.040731260867264307e-01,4.601457825945141217e-02
1.800000000000000044e+00,3.065927843752895288e-01,4.552733744130877530e-02
1.825000000000000178e+00,3.090078995985925392e-01,4.512248214074826569e-02
1.850000000000000089e+00,3.113225245571012989e-01,4.477283719975799076e-02
1.875000000000000000e+00,3.135490444674990385e-01,4.445918987681082846e-02
1.900000000000000133e+00,3.157014518694469252e-01,4.416990575539990471e-02
1.925000000000000044e+00,3.177850998863255838e-01,4.389892302454321410e-02
1.950000000000000178e+00,3.198064375294590866e-01,4.363627812574745468e-02
1.975000000000000089e+00,3.217746094440114835e-01,4.337766751485301608e-02
2.000000000000000000e+00,3.192139572858642138e-01,4.514363238575570120e-02
2.024999999999999911e+00,3.212948554056068717e-01,4.447708681255291285e-02
2.050000000000000266e+00,3.227531463455489136e-01,4.413134336547387682e-02
2.075000000000000178e+00,3.241535632914763210e-01,4.387087175470813505e-02
2.100000000000000089e+00,3.254824489355194750e-01,4.367135199999193362e-02
2.125000000000000000e+00,3.267355978001281192e-01,4.351450146643702499e-02
2.149999999999999911e+00,3.279136224148992418e-01,4.338889482490022181e-02
2.175000000000000266e+00,3.290185898014594823e-01,4.328589256130826318e-02
2.200000000000000178e+00,3.347180893589001283e-01,4.117008064738982009e-02
2.225000000000000089e+00,3.354240310959493709e-01,4.153158519497540668e-02
2.250000000000000000e+00,3.359991294802157080e-01,4.187300490723866453e-02
2.274999999999999911e+00,3.364882634372826087e-01,4.211782682940142658e-02
2.300000000000000266e+00,3.369247924618724022e-01,4.228264650665934654e-02
2.325000000000000178e+00,3.373254318386179618e-01,4.239046142651699961e-02
2.350000000000000089e+00,3.376951061693508893e-01,4.245910204262766385e-02
2.375000000000000000e+00,3.380349128231433520e-01,4.250105218537365143e-02
2.400000000000000355e+00,3.383446070069951461e-01,4.252425710412065241e-02
2.425000000000000266e+00,3.433658975023622384e-01,4.049576095582009538e-02
2.450000000000000178e+00,3.433364890270679814e-01,4.093699413071213988e-02
2.475000000000000089e+00,3.432186022065590314e-01,4.133601920129308105e-02
2.500000000000000000e+00,3.430517093073167656e-01,4.162624582997107719e-02
2.525000000000000355e+00,3.428575680037714846e-01,4.182899880787209479e-02
