# Array shape: (383, 4)
0.000000000000000000e+00,1.360715463250961599e-01,2.045837065107922528e-02,1.466047684631633929e-01
2.500000000000000139e-02,4.413205156819450248e-01,2.452484255412122442e-03,-3.538704511694247892e-03
5.000000000000000278e-02,6.723222148220054928e-01,6.607520582725381897e-02,3.189607627293286063e-01
7.500000000000001110e-02,8.724291877974567067e-01,1.675527523940388841e-01,9.697767499737697250e-01
1.000000000000000056e-01,1.108461253690772308e+00,1.423991935750835158e-01,9.188009205493357090e-01
1.250000000000000000e-01,1.282704310586287200e+00,2.240333921192675104e-01,1.393712334454703328e+00
1.500000000000000222e-01,1.432540981121309676e+00,9.289310154369599670e-02,7.232838657700498830e-01
1.750000000000000167e-01,1.489395442592461594e+00,-2.671474703869681014e-02,4.573792790023871978e-03
2.000000000000000111e-01,1.459105097483670122e+00,-1.127865242304050275e-01,-5.921023476013853593e-01
2.250000000000000056e-01,1.421094042735213225e+00,-2.339285759268861786e-01,-1.273411693436446335e+00
2.500000000000000000e-01,1.385605831880696082e+00,-3.018144380918644232e-01,-1.590516279364034835e+00
2.750000000000000222e-01,1.376950386072053112e+00,-3.247869458390201802e-01,-1.638771628007849257e+00
3.000000000000000444e-01,1.374947975828968882e+00,-3.122477945945806854e-01,-1.582556416804249855e+00
3.250000000000000111e-01,1.342473946682405161e+00,-3.144189003167516816e-01,-1.641312436593625135e+00
3.500000000000000333e-01,1.344052365019523076e+00,-2.866685470223022114e-01,-1.531125186309344244e+00
3.750000000000000000e-01,1.316117681467190437e+00,-2.885507340593845282e-01,-1.557011792306137288e+00
4.000000000000000222e-01,1.288305633773452863e+00,-2.793242919474667185e-01,-1.547074155775289395e+00
4.250000000000000444e-01,1.280942956514324216e+00,-2.691099672707013557e-01,-1.535088171438535376e+00
4.500000000000000111e-01,1.268411208219432762e+00,-2.652368344298213776e-01,-1.531639472441175931e+00
4.750000000000000333e-01,1.262734052785905225e+00,-2.577815702689827959e-01,-1.536568894388551376e+00
5.000000000000000000e-01,1.258950162956584240e+00,-2.550042201594699409e-01,-1.555735275009365814e+00
5.250000000000000222e-01,1.256901179999213580e+00,-2.567021853111320362e-01,-1.585054768720947971e+00
5.500000000000000444e-01,1.259163134924879079e+00,-2.603426878289621382e-01,-1.628309320404862648e+00
5.750000000000000666e-01,1.262938601127859606e+00,-2.482520369239901714e-01,-1.610497202161979891e+00
6.000000000000000888e-01,1.298189034480627724e+00,-1.830721094205192412e-01,-1.307095333032338713e+00
6.250000000000000000e-01,1.332594095538235157e+00,-1.185808551240431358e-01,-9.961064668969838998e-01
6.500000000000000222e-01,1.333855767066350229e+00,-3.801240882044965713e-02,-5.960908671247237001e-01
6.750000000000000444e-01,1.327192588556504127e+00,3.617837958983866065e-02,-2.242595826645591983e-01
